sku,product_name,price,search_terms,date_added,last_seen,display_name_card,display_name_sms
10201248,Mary Kay Cream Highlighter Duo Stick - Pearl & Gold,18.00,,2026-03-27,2026-03-27,Cream Highlighter Duo Stick - Pearl & Gold,Cream Highlighter Duo Stick
10202027,Mary Kay Lip Balm Set - Sweet Berry and Tropical Guava,16.00,,2026-03-27,2026-03-27,Lip Balm Set - Sweet Berry and Tropical Guava,Lip Balm Set
10205914,Mary Kay Waterproof Eyeliner - Emerald,14.00,,2026-03-27,2026-03-27,Waterproof Eyeliner - Emerald,Waterproof Eyeliner
10205915,Mary Kay Waterproof Eyeliner - Amethyst,14.00,,2026-03-27,2026-03-27,Waterproof Eyeliner - Amethyst,Waterproof Eyeliner
10205917,Mary Kay Waterproof Eyeliner - Copper,10.00,,2026-03-27,2026-03-27,Waterproof Eyeliner - Copper,Waterproof Eyeliner
10205946,Mary Kay Waterproof Lip Liner - Violet Lilac,14.00,,2026-03-27,2026-03-27,Waterproof Lip Liner - Violet Lilac,Waterproof Lip Liner
10205947,Mary Kay Waterproof Lip Liner - Tangerine,10.00,,2026-03-27,2026-03-27,Waterproof Lip Liner - Tangerine,Waterproof Lip Liner
10208941,Mary Kay Velvet Lip Crayon - Visionary Pink,18.00,,2026-03-27,2026-03-27,Velvet Lip Crayon - Visionary Pink,Velvet Lip Crayon
10208942,Mary Kay Velvet Lip Crayon - Pink Rose,18.00,,2026-03-27,2026-03-27,Velvet Lip Crayon - Pink Rose,Velvet Lip Crayon
10208961,Mary Kay Nail Polish - Legacy Lilac,10.00,,2026-03-27,2026-03-27,Nail Polish - Legacy Lilac,Nail Polish
10208962,Mary Kay Nail Polish - Visionary Pink,10.00,,2026-03-27,2026-03-27,Nail Polish - Visionary Pink,Nail Polish
10209215,Mary Kay 60th Anniversary Eye Shadow Palette - Pink Diamonds,14.00,,2026-03-27,2026-03-27,60th Anniversary Eye Shadow Palette - Pink Diamonds,60th Anniversary Eye Shadow Palette
10211958,Mary Kay Shimmer Liquid Eye Shadow - Rosé,10.00,,2026-03-27,2026-03-27,Shimmer Liquid Eye Shadow - Rosé,Shimmer Liquid Eye Shadow
10214844,Mary Kay Body Care Set - Lavender Magnolia,30.00,,2026-03-27,2026-03-27,Body Care Set - Lavender Magnolia,Body Care Set
10216446,Orchard Peach Satin Hands Pampering Set - Orchard Peach,36.00,,2026-03-27,2026-03-27,Orchard Peach Satin Hands Pampering Set - Orchard Peach,Orchard Peach Satin Hands Pampering Set
10216448,Orchard Peach Satin Hands Nourishing Shea Cream - Orchard Peach,12.00,,2026-03-27,2026-03-27,Orchard Peach Satin Hands Nourishing Shea Cream - Orchard Peach,Orchard Peach Satin Hands Nourishing Shea Cream
10218179,Mary Kay Hand Cream - Island Mist & Jasmine,10.00,,2026-03-27,2026-03-27,Hand Cream - Island Mist & Jasmine,Hand Cream
10218180,Mary Kay Hand Cream - Berries & Rose,10.00,,2026-03-27,2026-03-27,Hand Cream - Berries & Rose,Hand Cream
10218181,Mary Kay Hand Cream - Passionflower,10.00,,2026-03-27,2026-03-27,Hand Cream - Passionflower,Hand Cream
10220124,Mary Kay Sparkle Cream Lipstick - Empower,16.00,,2026-03-27,2026-03-27,Sparkle Cream Lipstick - Empower,Sparkle Cream Lipstick
10220125,Mary Kay Sparkle Cream Lipstick - Positive Impact,22.00,,2026-03-27,2026-03-27,Sparkle Cream Lipstick - Positive Impact,Sparkle Cream Lipstick
10220390,Mary Kay Matte Liquid Lipstick - Soft Fawn,20.00,,2026-03-27,2026-03-27,Matte Liquid Lipstick - Soft Fawn,Matte Liquid Lipstick
10220391,Mary Kay Matte Liquid Lipstick - Rich Mahogany,16.00,,2026-03-27,2026-03-27,Matte Liquid Lipstick - Rich Mahogany,Matte Liquid Lipstick
10220392,Mary Kay Matte Liquid Lipstick - Red Noir,20.00,,2026-03-27,2026-03-27,Matte Liquid Lipstick - Red Noir,Matte Liquid Lipstick
10222283,Mary Kay Boundless Blue Eau de Parfum,44.00,,2026-03-27,2026-03-27,Boundless Blue Eau de Parfum,Boundless Blue Eau de Parfum
10222710,Mary Kay Lavender & Coconut Scented Body Lotion,16.00,,2026-03-27,2026-03-27,Lavender & Coconut Scented Body Lotion,Lavender & Coconut Scented Body Lotion
10224269,Citrus Lilac Satin Hands Pampering Set,38.00,,2026-03-27,2026-03-27,Citrus Lilac Satin Hands Pampering Set,Citrus Lilac Satin Hands Pampering Set
10224295,Mary Kay Liquid Eye Shadow - Sand Dune,16.00,,2026-03-27,2026-03-27,Liquid Eye Shadow - Sand Dune,Liquid Eye Shadow
10224296,Mary Kay Liquid Eye Shadow - Warm Desert,16.00,,2026-03-27,2026-03-27,Liquid Eye Shadow - Warm Desert,Liquid Eye Shadow
10224297,Mary Kay Liquid Eye Shadow - In The Trees,16.00,,2026-03-27,2026-03-27,Liquid Eye Shadow - In The Trees,Liquid Eye Shadow
10224871,Belara Body Lotion,22.00,,2026-03-27,2026-03-27,Belara Body Lotion,Belara Body Lotion
10225155,Mary Kay Men's Hair and Body Wash Gift Set,28.00,,2026-03-27,2026-03-27,Men's Hair and Body Wash Gift Set,Men's Hair and Body Wash Gift Set
10227791,Belara Bundle,58.00,,2026-03-27,2026-03-27,Belara Bundle,Belara Bundle
10232586,Mary Kay Brow Kit - Blonde,28.00,,2026-03-27,2026-03-27,Brow Kit - Blonde,Brow Kit
10232587,Mary Kay Brow 	Kit - Brunette,28.00,,2026-03-27,2026-03-27,Brow Kit - Brunette,Brow Kit
10232588,Mary Kay Brow Kit - Dark Brunette,28.00,,2026-03-27,2026-03-27,Brow Kit - Dark Brunette,Brow Kit
10235965,Mary Kay Tinted Lip Balm - Radiant Pink,20.00,,2026-03-27,2026-03-27,Tinted Lip Balm - Radiant Pink,Tinted Lip Balm
10235967,Mary Kay Tinted Lip Balm - Coral Blaze,20.00,,2026-03-27,2026-03-27,Tinted Lip Balm - Coral Blaze,Tinted Lip Balm
10235969,Mary Kay Eye Shadow Palette - Outer Glow,40.00,,2026-03-27,2026-03-27,Eye Shadow Palette - Outer Glow,Eye Shadow Palette
10235970,Mary Kay Eye Shadow Palette - Inner Fire,40.00,,2026-03-27,2026-03-27,Eye Shadow Palette - Inner Fire,Eye Shadow Palette
10236166,Mary Kay Confidently You Silkening Dry Oil,24.00,,2026-03-27,2026-03-27,Confidently You Silkening Dry Oil,Confidently You Silkening Dry Oil
10236898,Mary Kay Gel Cream Blush - Pink Stars,20.00,,2026-03-27,2026-03-27,Gel Cream Blush - Pink Stars,Gel Cream Blush
10236899,Mary Kay Gel Cream Blush - Soft Buff,20.00,,2026-03-27,2026-03-27,Gel Cream Blush - Soft Buff,Gel Cream Blush
10236901,Mary Kay Gel Cream Blush - Coral Kiss,20.00,,2026-03-27,2026-03-27,Gel Cream Blush - Coral Kiss,Gel Cream Blush
10236902,Mary Kay Gel Cream Blush - Passionfruit,20.00,,2026-03-27,2026-03-27,Gel Cream Blush - Passionfruit,Gel Cream Blush
10237967,Mary Kay Lavender & Coconut Hand Cream,12.00,,2026-03-27,2026-03-27,Lavender & Coconut Hand Cream,Lavender & Coconut Hand Cream
10245847,Mary Kay Tinted Lip Oil - Blush,20.00,,2026-03-27,2026-03-27,Tinted Lip Oil - Blush,Tinted Lip Oil
10245848,Mary Kay Tinted Lip Oil - Berry,20.00,,2026-03-27,2026-03-27,Tinted Lip Oil - Berry,Tinted Lip Oil
10248996,Mary Kay Conifdently You Bundle,79.00,,2026-03-27,2026-03-27,Conifdently You Bundle,Conifdently You Bundle
10249183,Mary Kay Unlimited Lip Gloss Set Deluxe Mini (Single),8.00,,2026-03-27,2026-03-27,Unlimited Lip Gloss Set Deluxe Mini (Single),Unlimited Lip Gloss Set Deluxe Mini (Single)
10249418,Mary Kay Sparkle Cream Lipstick in Empower,22.00,,2026-03-27,2026-03-27,Sparkle Cream Lipstick in Empower,Sparkle Cream Lipstick in Empower
10206304,Mary Kay Supreme Hydrating Lipstick - Hushed Blush (Old SKU),20.00,,2026-03-27,2026-03-27,Supreme Hydrating Lipstick - Hushed Blush (Old SKU),Supreme Hydrating Lipstick
10208549,TimeWise Repair Volu-Firm Foaming Cleanser (Old SKU),30.00,,2026-03-27,2026-03-27,TimeWise Repair Volu-Firm Foaming Cleanser (Old SKU),TimeWise Repair Volu-Firm Foaming Cleanser (Old SKU)
